,id,Photo_ArchivalDate,Photo_Provenance,Photo_KHI_Classification,Photo_AcquisitionDate,Photo_Photographer,Art_id0,Art_id_sublevel0,Art_type0,Art_title0,Art_building_name0,Art_GeoStyle0,Art_ActualState0,Art_Artist0,Art_GeoLocation0,Art_Institution0,Art_PhysLocation_Geo0,Art_PhysLocation_Name0,Art_Date0,Art_id1,Art_id_sublevel1,Art_type1,Art_title1,Art_building_name1,Art_GeoStyle1,Art_ActualState1,Art_Artist1,Art_GeoLocation1,Art_Institution1,Art_PhysLocation_Geo1,Art_PhysLocation_Name1,Art_Date1,Art_id2,Art_id_sublevel2,Art_type2,Art_title2,Art_building_name2,Art_GeoStyle2,Art_ActualState2,Art_Artist2,Art_GeoLocation2,Art_Institution2,Art_PhysLocation_Geo2,Art_PhysLocation_Name2,Art_Date2
13464scan,13464scan,2023.02.23,,,"['vor 1899', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013080,,Bild,Thronende Madonna mit Kind und vier Kirchenvätern,,,,"Moretto, Alessandro",Frankfurt,Städel Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13369,13369,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1897,Bruckmann,70013092,,Bild,Männliches Bildnis,,,,"Carracci, Agostino",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13369scan,13369scan,2023.02.26,,,"['vor 1897', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013092,,Bild,Männliches Bildnis,,,,"Carracci, Agostino",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451603,451603,1988.03.08,Alinari,Mal. Bar.,vor 1956,Alinari,70013092,,Bild,Männliches Bildnis,,,,"Carracci, Agostino",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484139,484139,1991.06.10,"Heinemann, Fritz",Mal. Bar.,,unbekannt,70013092,,Bild,Männliches Bildnis,,,,"Carracci, Agostino",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13685,13685,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1902,Bruckmann,70013000,,Bild,Der Evangelist Lukas,,,,Guercino,Dresden,Gemäldegalerie Alte Meister Dresden,,,um 1615,,,,,,,,,,,,,,,,,,,,,,,,,,
13685scan,13685scan,2023.02.03,,,"['vor 1902', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013000,,Bild,Der Evangelist Lukas,,,,Guercino,Dresden,Gemäldegalerie Alte Meister Dresden,,,um 1615,,,,,,,,,,,,,,,,,,,,,,,,,,
13432,13432,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,70013012,,Bild,Madonna mit Kind und den heiligen Ignatius von Antiochien und Onuphrius,,,,"Lotto, Lorenzo",Rom,Galleria Borghese,,,1508,,,,,,,,,,,,,,,,,,,,,,,,,,
13432scan,13432scan,2023.02.06,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013012,,Bild,Madonna mit Kind und den heiligen Ignatius von Antiochien und Onuphrius,,,,"Lotto, Lorenzo",Rom,Galleria Borghese,,,1508,,,,,,,,,,,,,,,,,,,,,,,,,,
148390,148390,1956.11.07,,Mal. Ren.,vor 1956,Fiorentini,70013012,,Bild,Madonna mit Kind und den heiligen Ignatius von Antiochien und Onuphrius,,,,"Lotto, Lorenzo",Rom,Galleria Borghese,,,1508,,,,,,,,,,,,,,,,,,,,,,,,,,
13681,13681,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70012979,,Bild,Die Reue des heiligen Petrus,,,,Guercino,Neapel,Museo e Gallerie Nazionali di Capodimonte,,,1650/1680,,,,,,,,,,,,,,,,,,,,,,,,,,
13681scan,13681scan,2023.02.01,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70012979,,Bild,Die Reue des heiligen Petrus,,,,Guercino,Neapel,Museo e Gallerie Nazionali di Capodimonte,,,1650/1680,,,,,,,,,,,,,,,,,,,,,,,,,,
13289,13289,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1896,Alinari,70013119,,Bild,Temperantia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
13289scan,13289scan,2023.03.03,,,"['vor 1896', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",70013119,,Bild,Temperantia,,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,,,
13573,13573,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1897,Anderson,70013107,,Bild,Der Tod der heiligen Cäcilia,,,,"Vanni, Francesco (1563)",,,Rom,Santa Cecilia in Trastevere,,,,,,,,,,,,,,,,,,,,,,,,,,,
13573scan,13573scan,2023.03.01,,,"['vor 1897', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",70013107,,Bild,Der Tod der heiligen Cäcilia,,,,"Vanni, Francesco (1563)",,,Rom,Santa Cecilia in Trastevere,,,,,,,,,,,,,,,,,,,,,,,,,,,
13771,13771,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70013204,,Bild,Veduta von Santa Maria della Salute in Venedig,,,,Canaletto,Berlin,Kaiser-Friedrich-Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13771scan,13771scan,2023.04.13,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013204,,Bild,Veduta von Santa Maria della Salute in Venedig,,,,Canaletto,Berlin,Kaiser-Friedrich-Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13239,13239,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,Alinari,07960117,,Altarbild,Verkündigung,,,,"Donzelli, Pietro (1451)",,,Florenz,Santo Spirito,vor 1498.12.22,,,,,,,,,,,,,,,,,,,,,,,,,,
13239scan,13239scan,2022.11.24,,,"['vor 1912', '2022.10.04']","['Alinari', 'Digitallabor KHI nach historischer Vorlage']",07960117,,Altarbild,Verkündigung,,,,"Donzelli, Pietro (1451)",,,Florenz,Santo Spirito,vor 1498.12.22,,,,,,,,,,,,,,,,,,,,,,,,,,
290434,290434,1973.12.12,"Holst, Christian von",Mal. Ren.,,,07960117,,Altarbild,Verkündigung,,,,"Donzelli, Pietro (1451)",,,Florenz,Santo Spirito,vor 1498.12.22,,,,,,,,,,,,,,,,,,,,,,,,,,
13360,13360,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,70013053,,Bild,Bildnis eines jungen Mannes,,,,"Allori, Alessandro",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13360scan,13360scan,2023.02.15,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013053,,Bild,Bildnis eines jungen Mannes,,,,"Allori, Alessandro",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13162,13162,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,70013065,,Bild,Die Weihe des heiligen Stephanus zum Diakon,,,,"Carpaccio, Vittore",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,1511,,,,,,,,,,,,,,,,,,,,,,,,,,
13162scan,13162scan,2023.02.16,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013065,,Bild,Die Weihe des heiligen Stephanus zum Diakon,,,,"Carpaccio, Vittore",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,1511,,,,,,,,,,,,,,,,,,,,,,,,,,
300548,300548,1974.07.15,,Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,001",Bild,Liegende Venus und Cupido vor Landschaft (ehemaliger Kopfteil des Bettes),,,,,Birmingham,Barber Institute of Fine Arts,,,,,,,,,,,,,,,,
303485,303485,1974.12.03,,Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,001",Bild,Liegende Venus und Cupido vor Landschaft (ehemaliger Kopfteil des Bettes),,,,,Birmingham,Barber Institute of Fine Arts,,,,,,,,,,,,,,,,
13346,13346,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1901,Anderson,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,002",Bild,"Cornelia, Mutter der Gracchen",,,,,Rom,Galleria Doria Pamphilj,,,,,,,,,,,,,,,,
13346scan,13346scan,2022.11.21,,,"['vor 1901', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,002",Bild,"Cornelia, Mutter der Gracchen",,,,,Rom,Galleria Doria Pamphilj,,,,,,,,,,,,,,,,
93380/1,93380/1,1933.11.24,"Witt, Robert (Sir)",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,003",Bild,"Tanaquil, Gattin des Tarquinius Priscus",,,,,London,National Gallery,,,,,,,,,,,,,,,,
208535,208535,1965.11.25,"Habsburg, Geza von",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,003",Bild,"Tanaquil, Gattin des Tarquinius Priscus",,,,,London,National Gallery,,,,,,,,,,,,,,,,
93380/2,93380/2,1933.11.24,"Witt, Robert (Sir)",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,004",Bild,"Marcia, 2. Frau des Marcus Porcius Cato Uticensis",,,,,London,National Gallery,,,,,,,,,,,,,,,,
208534,208534,1965.11.25,"Habsburg, Geza von",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,004",Bild,"Marcia, 2. Frau des Marcus Porcius Cato Uticensis",,,,,London,National Gallery,,,,,,,,,,,,,,,,
172119,172119,1962.02.02,,Mal. Ren.,"['vor 1939', '2021.06']","['Barsotti, Ferdinando', 'Digitallabor KHI']",07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,005",Bild,Verehrung der Vesta,,,,,,,Florenz,Palazzo Martelli,,,,,,,,,,,,,,
498577,498577,1994.01.17,"Todini, Filippo",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,005",Bild,Verehrung der Vesta,,,,,,,Florenz,Palazzo Martelli,,,,,,,,,,,,,,
172118,172118,1962.02.02,,Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,006",Bild,Das römische Fest der Lupercalien,,,,,,,Florenz,Palazzo Martelli,,,,,,,,,,,,,,
498576,498576,1994.01.17,"Todini, Filippo",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,,Fragment,"Beccafumi, Domenico",,,Siena,Casa Petrucci,um 1519,,"07500795,T,006",Bild,Das römische Fest der Lupercalien,,,,,,,Florenz,Palazzo Martelli,,,,,,,,,,,,,,
13395,13395,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Bruckmann,70013089,,Bild,Madonna mit Kind und Johannesknaben,,,,Correggio,Frankfurt (Main),Städel Museum,,,um 1522,,,,,,,,,,,,,,,,,,,,,,,,,,
13395scan,13395scan,2023.02.25,,,"['vor 1899', '2022.10.04']","['Bruckmann', 'Digitallabor KHI nach historischer Vorlage']",70013089,,Bild,Madonna mit Kind und Johannesknaben,,,,Correggio,Frankfurt (Main),Städel Museum,,,um 1522,,,,,,,,,,,,,,,,,,,,,,,,,,
232467,232467,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,,,
232468,232468,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,,,
232462,232462,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,,,
232466,232466,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,,,
222938,222938,1967.05.31,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,,,
232464,232464,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,,,
282916,282916,1972.12.01,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
230844,230844,1968.02.08,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
4954,4954,1905.03,,Mal. Bar.,vor 1899,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
222936,222936,1967.05.31,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
13701,13701,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1907,Brogi,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
13701scan,13701scan,2022.11.23,,,"['vor 1907', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
13700,13700,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1907,Brogi,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
13700scan,13700scan,2022.11.23,,,"['vor 1907', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
183099,183099,1963.01.15,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
232460,232460,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
232463,232463,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
13699,13699,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Brogi,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
13699scan,13699scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
131255,131255,1941.06.25,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
131254,131254,1941.06.25,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
232465,232465,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
222937,222937,1967.05.31,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
232461,232461,1968.03.12,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
131256,131256,1941.06.25,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
13704,13704,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Brogi,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
13704scan,13704scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
231969,231969,1968.03.05,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,,Guercino,,,,,,,,,,,,,,,,,,
121304,121304,1939.02.16,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,002",Bild,Allegorie des Tages,,,,Guercino,,,,,,,,,,,,,,,,,,
13698,13698,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Brogi,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,002",Bild,Allegorie des Tages,,,,Guercino,,,,,,,,,,,,,,,,,,
13698scan,13698scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,002",Bild,Allegorie des Tages,,,,Guercino,,,,,,,,,,,,,,,,,,
222935,222935,1967.05.31,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,002",Bild,Allegorie des Tages,,,,Guercino,,,,,,,,,,,,,,,,,,
222934,222934,1967.05.31,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,003",Bild,Allegorie der Nacht,,,,Guercino,,,,,,,,,,,,,,,,,,
13697,13697,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Brogi,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,003",Bild,Allegorie der Nacht,,,,Guercino,,,,,,,,,,,,,,,,,,
13697scan,13697scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,003",Bild,Allegorie der Nacht,,,,Guercino,,,,,,,,,,,,,,,,,,
131253,131253,1941.10.30,,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,003",Bild,Allegorie der Nacht,,,,Guercino,,,,,,,,,,,,,,,,,,
13702,13702,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Brogi,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,003",Bild,Allegorie der Nacht,,,,Guercino,,,,,,,,,,,,,,,,,,
13702scan,13702scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,003",Bild,Allegorie der Nacht,,,,Guercino,,,,,,,,,,,,,,,,,,
13703,13703,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Brogi,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,003",Bild,Allegorie der Nacht,,,,Guercino,,,,,,,,,,,,,,,,,,
13703scan,13703scan,2022.11.23,,,"['vor 1912', '2022.10.04']","['Brogi', 'Digitallabor KHI nach historischer Vorlage']",07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,,Guercino,,,Rom,Villa Ludovisi,1621,,"07503029,T,003",Bild,Allegorie der Nacht,,,,Guercino,,,,,,,,,,,,,,,,,,
13648,13648,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Reali,70013198,,Bild,Das Urteil Salomos,,,,"Giordano, Luca",,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13648scan,13648scan,2023.04.13,,,"['vor 1912', '2022.10.04']","['Reali', 'Digitallabor KHI nach historischer Vorlage']",70013198,,Bild,Das Urteil Salomos,,,,"Giordano, Luca",,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13490,13490,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1897,Hanfstaengl,07700959,,Bild,Bogenschnitzender Amor,,,,Parmigianino,Wien,Kunsthistorisches Museum,,,1531-1534,,,,,,,,,,,,,,,,,,,,,,,,,,
13490scan,13490scan,2022.11.23,,,"['vor 1897', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",07700959,,Bild,Bogenschnitzender Amor,,,,Parmigianino,Wien,Kunsthistorisches Museum,,,1531-1534,,,,,,,,,,,,,,,,,,,,,,,,,,
13419,13419,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1894,Hanfstaengl,70013041,,Altarbild,Der büßende heilige Hieronymus,,,,Garofalo,Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13419scan,13419scan,2023.02.13,,,"['vor 1894', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013041,,Altarbild,Der büßende heilige Hieronymus,,,,Garofalo,Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13625,13625,1912,"Buerkel, Ludwig von",Mal. Franz.,vor 1912,unbekannt,70013079,,Bild,Flusslandschaft mit Figuren,,,,"Dughet, Gaspard",Rom,Galleria Colonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13625scan,13625scan,2023.02.23,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013079,,Bild,Flusslandschaft mit Figuren,,,,"Dughet, Gaspard",Rom,Galleria Colonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60569,60569,1929.11.24,"Fossati Bellani, Luigi Vittorio",Mal. Franz.,vor 1912,Anderson,70013079,,Bild,Flusslandschaft mit Figuren,,,,"Dughet, Gaspard",Rom,Galleria Colonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607,13607,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,unbekannt,70013108,,Bild,Selbstbildnis des Künstlers,,,,"Carpioni, Giulio (der Ältere)",Mailand,Pinacoteca di Brera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607scan,13607scan,2023.03.01,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013108,,Bild,Selbstbildnis des Künstlers,,,,"Carpioni, Giulio (der Ältere)",Mailand,Pinacoteca di Brera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
